"barcode","speciesFolderId","imageCount","verbatimFamily","verbatimSpecies","verbatimAuthorSpecimen","verbatimGenus","verbatimRank2","verbatimSpecies2","verbatimAuthor2","verbatimRank3","verbatimSpecies3","verbatimAuthor3","countryId","verbatimCountry","stateProvinceTerritory","municipality","verbatimLocality","latLongUnitId","isGPS","latitudeDeg","latitudeMin","latitudeSec","latitudeHem","longitudeDeg","longitudeMin","longitudeSec","longitudeHem","longitudeHemDecimalMinutes","latitudeHemDecimalMinutes","longitudeDecimalDegrees","latitudeDecimalDegrees","latitudeDegreesDecMins","latitudeMinutesDecMins","longitudeDegreesDecMins","longitudeMinutesDecMins","verbatimLatitude","verbatimLongitude","gridRef","altitudeUnitId","altitude","altitudeMax","altitudeMin","verbatimAltitude","collectorId1","collectorId2","collectorId3","collectorId4","collectorId5","verbatimCollector1","verbatimCollector2","verbatimCollector3","verbatimCollector4","verbatimCollector5","collectorNumber","collectionDD","collectionMM","collectionYYYY","collectionDD2","collectionMM2","collectionYYYY2","verbatimCollectionDate","speciesHomonymFlag","cultivated","multiSpecimenNoBarcode","multiSpecimen","additionalBarcode","obscured","restrictions","testData","isSpecimenAType","specimenIsPhoto","specimenIsIllustration","specimenIsCapsule","isNonRomanScript","MSBSerialNumber","LCDNumber","DNABankNumber","specimenNotes","capturerId","captureStationId","captureTimeStamp","captureNotes","transcriberId","transcriptionTimeStamp","imageStateId","transcriptionStateId","kewImageQAUserId","maxImageQAUserId","kewTranscriptionQAUserId","kewImageQATimeStamp","maxImageQATimeStamp","kewTranscriptionQATimeStamp","currentlyBeingEditedby","cultName","cultMM","cultMM2","cultDD","cultDD2","cultYYYY","cultYYYY2","cultCountry","cultVerbatimLocality","cultVerbatimDate","collectorIdCultivated","cultVerbCollectName","cultCollectNum","cultInstitution","cultVerbInstName","requiresRemounting","isDamaged","requiresReview","imagedByMax","singleViewedBy","url","lastSpecimenState","lastModified","deliveredOnDate","boxId","speciesId","family","genus","species","collector","AI_ERROR","AI_verbatim","AI_barcode","AI_collector","AI_collectorNumber","AI_collector1","AI_collector2","AI_collector3","AI_collector4","AI_collectionDate","AI_collectionYYYY","AI_collectionMM","AI_collectionDD","AI_family","AI_genus","AI_species","AI_taxon_name","AI_altitude","AI_altitudeUnit","AI_country","AI_stateProvinceTerritory","AI_location","AI_latitude","AI_longitude","AI_language","AI_specimenNotesSpanish","AI_specimenNotesEnglish","collectionNumber","AI_collectoinNumber"
"V0316535F","991","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Maynas Province; Dtto. Iquitos, Allpahuayo: (IIAP) Inventario Permanente.","1","0","04","10",,"S","73","30",,"W",,,,,,,,,,,,"1","0",,"150",,"304162","0","73928","0","0",,"S.A. Vásquez",,,,"18132","24","3","1992",,,,"24 marzo 1992","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-31 06:13:15","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/1433/214/V0316535F.jpg","0","2024-07-31 08:27:17","1000-01-01 00:00:00","0","286097","BIGNONIACEAE","Memora","cladotricha",,"OK","PERU BIGNONIACEAE Memora cladorhicha Sandwith det. A. Gentry (MO) 1993 LORETO: Maynas Province Dto. Iquitos, Alphalhuayo: (IIAP) Inventario Permanente. Levantamiento de individuos = 2.5 cm de diámetro, e = 500 cm en la línea T de la parcela de 25 has, subparcela 8, 50m en subparcela 8. 4° 01’ S 73° 30’ W 150 m Arbol 5m x 5.0 cm DAP. R. Vásquez y R. Jaramillo 24 marzo 1992 S.A. Vásquez y N. Jaramillo 10182 Proyecto auspiciado por la John D. and Catherine T. MacArthur Foundation MISSOURI BOTANICAL GARDEN HERBARIUM (MO) FIELD MUSEUM OF NATURAL HISTORY Nº 2132839","2132839","R. Vásquez y R. Jaramillo","none","R. Vásquez","R. Jaramillo","none","none","24 marzo 1992","1992","3","24","BIGNONIACEAE","Memora","cladorhicha","Memora cladorhicha Sandwith","150","m","PERU","Loreto","Maynas Province, Dto. Iquitos, Alphalhuayo: (IIAP) Inventario Permanente","4° 01’ S","73° 30’ W","Spanish","Levantamiento de individuos = 2.5 cm de diámetro, e = 500 cm en la línea T de la parcela de 25 has, subparcela 8, 50m en subparcela 8. Arbol 5m x 5.0 cm DAP. Proyecto auspiciado por la John D. and Catherine T. MacArthur Foundation MISSOURI BOTANICAL GARDEN HERBARIUM (MO)","Survey of individuals = 2.5 cm in diameter, and = 500 cm in line T of the 25 ha plot, subplot 8, 50m in subplot 8. Tree 5m x 5.0 cm DBH. Project sponsored by the John D. and Catherine T. MacArthur Foundation MISSOURI BOTANICAL GARDEN HERBARIUM (MO)",,
"V0341910F","990","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Provincia: Maynas. Quebrada Yanomono, Explorama tourist camp, halfway between Indiana and mouth of Río Napo.","0","0",,,,,,,,,,,,,,,,,,,,"0","0",,,,"328768","48150","0","73928","0",,,"C. Díaz",,,"27419",,,,,,,"4 November 79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-29 10:38:15","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/1204/083/V0341910F.jpg","0","2024-07-30 09:48:12","1000-01-01 00:00:00","0","724845","Melastomataceae","Adelobotrys","macranthus",,"OK","Gentry, Aronson, Diaz & Jaramillo 27419 Adelobotrys macranthus Gleason Melastomataceae PERU Loreto del. J.J. Wurdack 1980 Adelobotrys macranthus Gleason Provincia: Maynas. quebrada Yanomono, Explorama tourist camp, halfway between Indiana and mouth of Río Napo. Mature non-inundated forest on laterite. Liana, fruits green. Al Gentry, J. Aronson, G. Diaz & N. Jaramillo 27419 4 November 79 ","None","Gentry, Aronson, Diaz & Jaramillo 27419","27419","Al Gentry","J. Aronson","G. Diaz","N. Jaramillo","4 November 79","1979","11","4","Melastomataceae","Adelobotrys","macranthus","Adelobotrys macranthus Gleason","None","None","PERU","Loreto","Provincia: Maynas. quebrada Yanomono, Explorama tourist camp, halfway between Indiana and mouth of Río Napo. Mature non-inundated forest on laterite.","None","None","Spanish","Liana, fruits green.","Liana, fruits green.",,
"V0103471F","989","1","0","0","0","0","0","0","0","0","0","0","219",,"Cajamarca","Contumaza","Carretera Yeton-Guzmango-Santiago. In a pasture above Santiago.","2","0",,,,,,,,,,,"-7.38142","-78.91833",,,,,,,,"1","0",,"2293",,"0","315845","0","0","0","S. D. Smith",,"S.J. Hall","A. Rodriguez",,"319","10","1","2004",,,,"10/I/04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-05-31 04:13:05","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/531/166/V0103471F.jpg","0","2024-06-14 15:36:11","1000-01-01 00:00:00","0","1184047","Solanaceae","Acnistus","[indet]",,"OK","Plants of Peru - Solanaceae Acnistus sp. nov. Department: Cajamarca Province: Contumaza Location: Carretera Yeton-Guzmango-Santiago. In a pasture above Santiago. Rare. 7.38142°W 78.91383°S Altitude: 2293m Date: 10/10/04 Description: Shrub, 2m tall. Ins. cream, tinted yellow-green. Corolla lobes inferior greenish fading to yellow. Calyx green. Imm. fruits green. Collector(s): S. D. Smith with S. Leiva G., S. J. Collno 319 Hall, A. Rodriguez Determined by: Stacey D. Smith (WIS), 2004 Deposited at: HAO, F, MO, NY, USM, WIS No 2250622 Field Museum of Natural History","none","S. D. Smith with S. Leiva G., S. J. Hall, A. Rodriguez","319","S. D. Smith","S. Leiva G.","S. J. Hall","A. Rodriguez","10/10/04","2004","10","10","Solanaceae","Acnistus","none","Acnistus sp. nov.","2293","m","Peru","Cajamarca","Carretera Yeton-Guzmango-Santiago. In a pasture above Santiago.","7.38142°W","78.91383°S","Spanish","Shrub, 2m tall. Ins. cream, tinted yellow-green. Corolla lobes inferior greenish fading to yellow. Calyx green. Imm. fruits green.","Shrub, 2m tall. Ins. cream, tinted yellow-green. Corolla lobes inferior greenish fading to yellow. Calyx green. Immature fruits green.",,
"V0118394F","988","1","0","0","0","0","0","0","0","0","0","0","219",,"Madre de Dios",,"Prov. Manu; Parque Nacional Manu; Rio Manu: Rio Sotileja","0","0",,,,,,,,,,,,,,,,,"11 40'S","71 55'W",,"1","0","450","400",,"186278","131889","0","0","0",,,"A. de la Cruz",,,"11588","2","10","1986",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-05-31 05:57:38","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/556/258/V0118394F.jpg","0","2024-06-05 09:56:19","1000-01-01 00:00:00","0","724695","MELASTOMATACEAE","Aciotis","aristata",,"OK","The Field Museum MELASTOMATACEAE Aciotis caulialata (Ruiz & Pav.) Triana Revision of Aciotis Det. Alina Freire-Fierro, 1998 Missouri Botanical Garden Herbarium (MO) PERU Dpto. Madre de Dios MELASTOMATACEAE Aciotis aristata R. de la C. Prov. Manu; Parque Nacional Manu Rio Manu: Rio Sotileja 71 55’W, 11 40’S Along stream in steep forested hills. Altitude: 400-450m. Herb; 1m; leaves maroon below; corolla white with pink tips. Robin B. Foster 11588 Oct. 2, 1986 & B. d'Achille, A de la Cruz Field Museum of Natural History (F)","none","Robin B. Foster","11588","Robin B. Foster","B. d'Achille","A de la Cruz","none","Oct. 2, 1986","1986","10","2","MELASTOMATACEAE","Aciotis","aristata","Aciotis aristata","400-450","m","PERU","Dpto. Madre de Dios","Prov. Manu; Parque Nacional Manu; Rio Manu: Rio Sotileja; Along stream in steep forested hills.","-11.4","-71.55","Spanish","Herb; 1m; leaves maroon below; corolla white with pink tips.","Herb; 1m; leaves maroon below; corolla white with pink tips.",,
"V0224996F","987","1","0","0","0","0","0","0","0","0","0","0","219",,,,"Depto. Cuzco, Prov. Quispicanchis, Disto. Marcapata, between Cachu-pampa and Chile-chile, Araza River","0","0",,,,,,,,,,,,,,,,,,,,"1","0","3000","2300",,"149750","0","0","0","0",,,,,,"9681","9","12","1938",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 10:53:24","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/736/943/V0224996F.jpg","0","2024-07-29 04:22:40","1000-01-01 00:00:00","0","703045","Malvaceae","Abutilon","molle",,"OK","1077635 HERBARIUM FIELD MUSEUM 9681 Abutilon molle ? UNIVERSITY OF CALIFORNIA Second Botanical Garden Expedition to the Andes, 1938-39 J. F. Macbride, G. King. Herbarium A. longipes Ulbr. det. Thomas H. Kearney 1952 No. 9681 Abutilon molle Kinslc? ? PERU. Depto. Cusco: Prov. Quispicanchis, Distr. Marcapata, between Occobamba and Ollä-oallu, Area Riverv; among other sites. Alt. 3200-5000m, Shrub 1.5-2m, corolla yellow. Common NW hayis? Lanu Coopi Mia species on Qontila La montfla, Limau Picchu, Carmenocc Lahinao, Cusco. Dec 9 1938 J. Vargas","1077635","J. Vargas","9681","J. Vargas","none","none","none","Dec 9 1938","1938","12","9","Malvaceae","Abutilon","molle","Abutilon molle","3200-5000","m","Peru","Cusco","Prov. Quispicanchis, Distr. Marcapata, between Occobamba and Ollä-oallu, Area Riverv","none","none","Spanish","Arbusto 1,5-2m, corola amarilla. Común NW hayis? Lanu Coopi Mia especies en Qontila La montfla, Lima u Picchu, Carmenocc Lahinao","Shrub 1.5-2m, yellow corolla. Common NW hayis? Lanu Coopi My species in Qontila La montfla, Lima u Picchu, Carmenocc Lahinao",,
"V0224940F","986","1","0","0","0","0","0","0","0","0","0","0","219",,"San Martin",,"Prov. San Martín; Pucayacu, a 11 Km. de Tarapoto","0","0",,,,,,,,,,,,,,,,,,,,"1","0","250","200",,"305682","0","0","0","0",,,,,,"7739","11","7","1950",,,,"Julio 11, 1950","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 10:51:33","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/736/887/V0224940F.jpg","0","2024-07-29 04:21:13","1000-01-01 00:00:00","0","702877",,"Abutilon","giganteum",,"OK","1488820 CHICAGO NAT. HIST. MUSEUM PLANTAS DEL PERU Depto. SAN MARTIN Prov. San Martín Abutilon giganteum (Jacq.) Sweet? Det. J. H. Kearney Localidad: Pucayacu, a 11 km. de Tarapoto Arbusto 5-6 m. pétalos blancos, la base roja Habitat: Selva tropical Fecha: Julio 11, 1950 Altitud 200-250 m. N.V. Colector: Haro Pedro Huertas 7739 EN DISTRIB. D. FULVOS NAT. U.S.A.","1488820","Haro Pedro Huertas","7739","none","none","none","none","Julio 11, 1950","1950","7","11","none","Abutilon","giganteum","Abutilon giganteum (Jacq.) Sweet?","200-250","m","none","San Martín","Pucayacu, a 11 km. de Tarapoto","none","none","es","Arbusto 5-6 m. pétalos blancos, la base roja. Habitat: Selva tropical","Shrub 5-6 m. white petals, the base red. Habitat: Tropical jungle.",,
"V0224912F","985","1","0","0","0","0","0","0","0","0","0","0","219",,"La Libertad",,"Prov. Pataz, Pataz, along trail from Yalen to los Alisos.","1","0","7","30",,"S","77","30",,"W",,,,,,,,,,,,"1","0","3300","2800",,"342425","0","0","0","0",,,,,,"2935","21","2","1986",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 10:49:55","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/736/859/V0224912F.jpg","0","2024-07-29 04:20:20","1000-01-01 00:00:00","0","702809","MALVACEAE","Abutilon","dianthum",,"OK","FIELD MUSEUM OF NATURAL HISTORY MALVACEAE Abutilon cf. dianthum Presl (as typicum) det. Henrick T. 1990 PERU. Dept. La Libertad: Prov. Pataz, Pataz, along trail from Yalen to Los Alisos, 2800-3300 m elev., ca. 7°30'S, 77°30'W; fence rows. 2-3 m shrub, petals cream. Ken Young 2935 21 Feb. 1986 Coll. N° 1973050 FIELD MUSEUM NATURAL HISTORY","none","Ken Young","2935","Ken Young","none","none","none","21 Feb. 1986","1986","2","21","MALVACEAE","Abutilon","cf. dianthum","Abutilon cf. dianthum Presl","2800-3300","m","PERU","La Libertad","Prov. Pataz, Pataz, along trail from Yalen to Los Alisos","ca. 7°30'S","77°30'W","none","2-3 m shrub, petals cream.","2-3 m shrub, petals cream.",,
"V0224876F","984","1","0","0","0","0","0","0","0","0","0","0","219",,,,"Ambo","0","0",,,,,,,,,,,,,,,,,,,,"2","0",,"7000","About 7000 Feet","67496","0","0","0","0",,,,,,"3165","5","4","1923",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-30 12:51:35","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/736/823/V0224876F.jpg","0","2024-07-31 00:41:20","1000-01-01 00:00:00","0","702788",,"Abutilon","crispum",,"OK","534235 HERBARIUM FIELD MUSEUM PLANTS OF SOUTH AMERICA Expedition of 1948, under the Chief, Marshall Field Fund 3165 Abutilon angulosum (A. St.-Hil) TRAILING ON STEEP CLAY iLLS iDE ABOUT 7000 FEET Fl.Low yellow. APRIL 5, 1923 COLL. J. FRANCIS MACBRIDE AMBO PERU","534235","J. Francis Macbride","3165","J. Francis Macbride","none","none","none","April 5, 1923","1923","4","5","none","Abutilon","angulosum","Abutilon angulosum","7000","feet","Peru","none","Ambo","none","none","English","none","Trailing on a steep clay hillside. Flowers yellow.",,
"V0224859F","983","1","0","0","0","0","0","0","0","0","0","0","219",,,,"Huacachi; Estacion Near Muña","0","0",,,,,,,,,,,,,,,,,,,,"2","0",,"6500","About 6500 Feet","52770","0","0","0","0",,,,,,"4158","20","5","1923","1","6","1923",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-30 12:51:15","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/736/806/V0224859F.jpg","0","2024-07-31 00:41:02","1000-01-01 00:00:00","0","702719",,"Abutilon","Bakeri",,"OK","535232 HERBARIUM FIELD MUSEUM Althaea of Bakeri Rusby Determ.: P. Fryxell 1973 PLANTS OF SOUTH AMERICA Expedition of 1929, under the dept. Marshall Field Fund 4185 Abutilon Apiculatum (Pe)” J.Lannon 6 ft shurb, Autumn branch flower ABOUT 8500 FEET MAY 30 -JUNE 1, 1929 COLL. J. FRANCIS MACBRIDE HUACACHI Eastern Table Ser. HUARI, ANCASH PERU ","535232","J. Francis Macbride","4185","J. Francis Macbride","none","none","none","MAY 30 -JUNE 1, 1929","1929","May-June","30-1","none","Althaea","Bakeri","Abutilon Apiculatum","8500","feet","Peru","Ancash","Huacachi, Eastern Table Ser., Huari","none","none","Spanish","6 ft shurb, Autumn branch flower","6 ft shrub, Autumn branch flower",,
"V0166699F","982","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Lower Río Nanay","0","0",,,,,,,,,,,,,,,,,,,,"0","0",,,,"254044","0","0","0","0",,,,,,"352","22","5","1929",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-30 04:54:22","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/736/298/V0166699F.jpg","0","2024-07-30 06:41:56","1000-01-01 00:00:00","0","702595",,"Abelmoschus","moschatus",,"OK","The Field Museum 633722 HERBARIUM FIELD MUSEUM PLANTS OF PERU Expedition of 1939, under the Marshall Field, Jr. Fund 352 Arthrosyne moschata No. 352 Naray 5/27/1939 J.L. Williams coll. Madaroma MAY-JUNE, 1939 LOWER RIO NANAY DEPT. LORETO COLL. LLEWELLYN WILLIAMS","633722","J.L. Williams","352","J.L. Williams","none","none","none","5/27/1939","1939","5","27","none","Arthrosyne","moschata","Arthrosyne moschata","none","none","Peru","none","LOWER RIO NANAY, DEPT. LORETO","none","none","Spanish","none","none",,
"V0245426F","981","1","0","0","0","0","0","0","0","0","0","0","219",,"Cajamarca",,"Procedencia: ca. 4.2 Km (por aire) NE Monteesco; Prov.: Santa cruz","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"2500",,"338270","221311","0","0","0",,,,,,"071","16","5","1987",,,,"16.v.87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-30 07:24:58","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/751/349/V0245426F.jpg","0","2024-07-31 00:58:25","1000-01-01 00:00:00","0","1148276",,"Abatia","parviflora",,"OK","HERBARIUM TRUXILLENSE (HUT) UNIVERSIDAD NACIONAL DE TRUJILLO Alatavia parviflora R.E.F. Det. por: N. Vulgar: Hábito: Arbustillo, 5 m, inflorescencias densas color marrillo oscuro Procedencia: 91.4 K. (por aire) NE Monteseco Prov.: Santa Cruz Dpto.: Cajamarca Hábitat: Bordes de caminos Altitud: 2500 m.s.n.m Fecha: 16.V.87 Nº 071 Leg. J. Santisteban C. - J. Guevara B. No. 1995366 FIELD MUSEUM OF NATURAL HISTORY The Field Museum (EF)","none","none","Nº 071","J. Santisteban C.","J. Guevara B.","none","none","16.V.87","1987","5","16","none","Alatavia","parviflora","Alatavia parviflora","2500","m.s.n.m","none","Cajamarca","Santa Cruz, Bordes de caminos, 91.4 K. (por aire) NE Monteseco","none","none","Spanish","Arbustillo, 5 m, inflorescencias densas color marrillo oscuro","Shrub, 5 m, dense inflorescences dark yellow color",,
"V0116818F","980","1","0","0","0","0","0","0","0","0","0","0","219",,"Cajamarca",,"San Ignacio.; San José de Lourdes. Localidad de Picorana.","1","0","04","58","00","S","078","53","1","W",,,,,,,,,,,,"1","0","2300","2250",,"48703","247905","257816","0","0",,,,,,"5877","2","12","1998",,,,"02 Diciembre 1998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-05-31 05:47:21","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/579/535/V0116818F.jpg","0","2024-06-05 09:56:19","1000-01-01 00:00:00","0","508964","FABACEAE","Abarema","killipii",,"OK","PERU FABACEAE Abarema Killipii (Britton & Rose ex Britton & Killip) Barneby & J.W. Grimes det. D.A. Neill (MO), 2005 Cajamarca: San Ignacio. San Jose de Lourdes. Localidad de Pucara. Bosque primario. 04°58'00""S 078°53'14""W 2250 - 2300 m Arbol 8 m, flores verdes, estambres blancos. 02 Diciembre 1998 J. Campos, L. Zurita & M. Camizan 5877 MISSOURI BOTANICAL GARDEN HERBARIUM (MO)","2276273","none","5877","J. Campos","L. Zurita","M. Camizan","none","02 Diciembre 1998","1998","12","2","FABACEAE","Abarema","killipii","Abarema killipii","2250 - 2300","m","Peru","Cajamarca","San Ignacio. San Jose de Lourdes. Localidad de Pucara","04°58'00""S","078°53'14""W","Spanish","Arbol 8 m, flores verdes, estambres blancos.","Tree 8 m, green flowers, white stamens.",,
"V0289226F","979","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Prov. Requena; Avispa cocha (Río Tapiche)","1","0","05","05",,"S","73","50",,"W",,,,,,,,,,,,"1","0",,"180",,"304162","73928","0","0","0",,,"S. Espiritu",,,"4775","9","1","1984",,,,"9 enero 1984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-29 05:20:26","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/966/473/V0289226F.jpg","0","2024-07-30 07:34:19","1000-01-01 00:00:00","0","585897","FABACEAE","Zygia","inaequalis",,"OK","(R. Vásquez, N. Jaramillo y S. Espiritu 4775) FABACEAE Zygia inaequalis (H. & B.) Pittier Det. R. Rico (K), 1989 MISSOURI BOTANICAL GARDEN HERBARIUM (MO) PERU LEGUMINOSAE Pithecellobium Dpto. LORETO: Prov. Requena; Avispa cocha (Río Tapiche). Long. 73°50’W, Lat. 05°45’S. Alt. 180 m. Bosque inundable estacional. Arbol, 12 m; flores blancas, estambres liles. R. Vásquez, 9 enero 1984 N. Jaramillo y S. Espiritu 4775 MISSOURI BOTANICAL GARDEN HERBARIUM (MO) N° 2036661 FIELD MUSEUM OF NATURAL HISTORY","2036661","none","4775","R. Vásquez","N. Jaramillo","S. Espiritu","none","9 enero 1984","1984","1","9","FABACEAE","Zygia","inaequalis","Zygia inaequalis (H. & B.) Pittier","180","m","PERU","LORETO","Prov. Requena; Avispa cocha (Río Tapiche)","05°45’S","73°50’W","Spanish","Arbol, 12 m; flores blancas, estambres liles.","Tree, 12 m; white flowers, lilac stamens.",,
"V0393746F","978","1","0","0","0","0","0","0","0","0","0","0","219",,"Lambayeque",,"Above Olmos.; Prov. Lambayeque","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"2100",,"123136","0","0","0","0",,,,,,"7103",,"5","1915",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-31 06:35:16","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/1398/061/V0393746F.jpg","0","2024-07-31 08:34:18","1000-01-01 00:00:00","0","585671",,"Zornia","diphylla",,"OK","The Field Museum copyright reserved HERBARIUM FIELD MUSEUM 549017 PLANTS OF SOUTH AMERICA 7102 Gaimia Siphoifolia Pers Above Olmos. Alt. 2100m. May 1915 COLL. A. Weberbauer PROV. LAMBAYEQUE DEPT. LAMBAYEQUE PERU JARDIN BOTANICO DO RIO DE JANEIRO Zornia gaimarii Hochst. Det. Roberty Barroso Junqueira Coel 29 10 1977 Zornia plurianis Mohlenbrock ROBERT H. MOHLENBROCK, JR. SOUTHERN ILLINOIS UNIVERSITY","549017","A. Weberbauer","7102","A. Weberbauer","none","none","none","May 1915","1915","5","none","none","Zornia","gaimarii","Zornia plurianis Mohlenbrock","2100","m","PERU","Lambayeque","Above Olmos","none","none","Spanish","Zornia gaimarii Hochst. Det. Roberty Barroso Junqueira Coel 29 10 1977","Zornia gaimarii Hochst. Det. Roberty Barroso Junqueira Coel 29 10 1977",,
